trail_name,user_name
Jurassic,Stars                   Average: 3.7                     Tim McCabe                     Mack Przewozny                     Jackie Gates                     brat .                     Tom Dancs                     Alison H                     Rick Powelson                     Brian Carlin                     Jay Holsten                     Aaron Gemmell                     Kathya Chacon                     Makenzie Mueller                     Holly Godsey                     Will Bradford                     Becca Glosser                     Andy Lister                     Derek Jensen 1                     Bucky Rauch                     David Darling                     Jim Ballantyne                     Clint Koehler                     Jamie Umbras                     Ed Pfromer                     Jeb Brown                     Matt Sands                     Z. S.
Quail Overlook,Stars                   Average: 4.8                     Raúl Gross                     Brian 'woody' Swearingen                     Tyson Clay                     Dana VanVoorhees
Wahoo,Stars                   Average: 4.0                     Zak L                     Chad Cook                     Dan 60D5H411                     Bastien Pz                     Jacob Crockett                     Johnnie Hawkins                     Tom Dancs                     Patrick Pilkington                     Jon Cross                     Rick Powelson                     ChadClimb                     Ashley Ashley                     Blake Bandy                     David Darling                     Mark Mastalski                     Roscoe Herndon                     Quinn Donnelly                     John Connolly                     Leslie Kehmeier
Precipice,Stars                   Average: 4.3                     Michael Martori                     Matt Lane                     Raúl Gross                     Colton Fullmer                     Kyle Seljaas                     edward pinskey                     Daaave                     JesseTremaine Tremaine                     Mike Streed                     J R                     John Connolly                     Markk Knowles                     Kevin Christopherson
Outer Limits,Stars                   Average: 4.8                     Lonnie Wolff                     Maggie Mcandrews                     Epic Wolff                     Leisel Whitmore
Sweet Pea,Stars                   Average: 4.8                     Lonnie Wolff                     Steve Gregory                     Epic Wolff                     Leisel Whitmore
Cryptobionic,Stars                   Average: 4.1                     Raúl Gross                     Todd Thueson                     Kate Ballard                     Krista White                     Marie-Eve Lepine                     Lost Justpastnowhere                     Reet Singh                     Abe Ferraro                     J R                     Michelle Clark-Conley                     Esteban Acosta                     chris allen                     Robert Parks                     Liam Hyland                     Shelley Lutz
Ant Farm,Stars                   Average: 4.5                     Jon Lane                     Brian Kruse                     Jacob Crockett                     Lucas Freigenberg                     Tom Robson                     Jack Fecteau                     tharlow harlow                     atfarley farley
Wild Rose Lower Downhill,Stars                   Average: 4.4                     Simeon Hilton                     Jaron a                     Bailey Schmutz                     Garrett Carter                     Spencer Griffin                     Caleb Gardner                     Trent Madsen                     Whitt Guthrie                     Lane Tucker                     Jordy Hanson
Three Falls Trail,Stars                   Average: 4.6                     Ben Anderson                     Frank Johnson                     Rob Brown                     Allan Johnson                     Scott Sudweeks
Salt on the Rim,Stars                   Average: 4.4                     Lost Justpastnowhere                     Josh Janes                     Matt Lane                     Raúl Gross                     Ben Glover                     Bryan Smith                     Skylar Stubbs                     Robert Parks                     Shelley Lutz
Phosphate,Stars                   Average: 4.6                     Derek Allen                     Chris Gann                     Leslie Kehmeier                     Aaron Heberer                     Amanda Wagner
Stucki Springs Trail,Stars                   Average: 3.9                     Matt Lane                     Bryan Hansen                     Carson Greenhalgh                     Kay Waters                     David Zimbelman                     Joe Zelman                     Chris Spargen                     Jacob Crockett                     J.d. Holt                     Tom Nisson                     J R                     Nicholas Inskeep                     Gregg Smith                     Jeremiah Thomas                     Jeremiah Mahler                     Mark Graham                     Kyler Albrechtsen                     Kevin Christopherson
Shortcut (Sunnyside),Stars                   Average: 4.6                     Lonnie Wolff                     Matt Lane                     Raúl Gross                     Epic Wolff                     Leisel Whitmore
Warner Lake Trail,Stars                   Average: 4.7                     Liam Taylor                     Brian Smith                     Brian Smith
Split Rock Loop,Stars                   Average: 4.7                     Jason Re                     Whit Wheeler                     Mark Graham
Prospector Trail,Stars                   Average: 4.7                     Leslie Kehmeier                     Fox Whiting                     Amanda Wagner
South Fork of Little Deer Creek Trail #252,Stars                   Average: 4.7                     JD Dawson                     Jared Crockett                     Brian Smith
Apex Trail,Stars                   Average: 4.7                     Hagen Hammons                     John Connolly                     Nick Wilder
Eagle Rise Main Loop,Stars                   Average: 4.5                     Danielle Elizabeth                     Chris Swaner                     Alan Clark                     Ammon Hepworth                     Raul Ramirez                     C Broome
Right Fork Bunker Creek Trail,Stars                   Average: 4.7                     Matt Lane                     Braden Bentson                     Brian Smith
Trail of Endor,Stars                   Average: 4.7                     Kyle Blackner                     zachnielsen999 Nielsen                     Lane Tucker
Clark's Trail,Stars                   Average: 3.9                     Tony Lamonica                     Michael Morgan                     Michael McCune                     Steve Bowler                     Rich Harkness                     Kirkwood Donavin                     Raúl Gross                     Mark Hauber                     Nathan Gregory                     Holly Godsey                     Paul Jewkes                     Whitt Guthrie                     Skyler Fredrickson                     Brandon Hays                     Danny Bradley                     John Connolly                     Dane Bendixen                     matt barrus
Ogden BST - 22nd to Waterfall,Stars                   Average: 3.9                     Daane H                     Carter Parsons                     Bryson Howell                     Alex Wadell                     Andres Fernandez                     Torge Teut                     Sean Kramer                     Jackson Evans                     Clayton Cole                     Steve Reichard                     Bob Sharpe                     Michael Carter                     Taylor Lund                     Mark Graham                     Colby Wayment                     Kyler Albrechtsen                     Swingin Johnson
Bennie Creek Trail #071,Stars                   Average: 4.5                     Eric Timpson                     Chad Parrish                     Forrest Gladding                     Patrick White                     gabe keyte                     Brian Smith
Kaysville Mountain Bike Loop,Stars                   Average: 4.0                     Spencer Henrie                     Spencer Griffin                     J Labou                     Robert Stephenson                     Marco Hernandez                     Cassie Silvester                     Zane Argyle                     Follow My Lines                     Luis Cantu                     Jordan Clarke                     Tyler Erickson                     Danny Van Wagoner                     Jeff Gibbs                     BackCountry Sortor                     Jordy Hanson
Cowley's Curse,Stars                   Average: 4.4                     Nicholas Robertson                     Caleb Top                     Harrison Dresser                     Jalene Stanger                     Corbin Pratt                     Shane Grow                     Cole Statham                     Bronson Eastwood
Scott's Bypass,Stars                   Average: 4.4                     Josh Colton                     Tim McCabe                     Mark Ridenour                     Spencer Griffin                     Skyler Fredrickson                     John Connolly                     Nick Wilder
Magic Carpet,Stars                   Average: 4.4                     Dan Kopf                     Matt Lane                     Raúl Gross                     Dayna Robinson                     J R                     Shelley Lutz                     Kristen Arendt
Coyote Trail,Stars                   Average: 4.0                     darin vandecar                     James Hughes                     Doug Brockmeyer                     Adam Knutson                     Trevor Johnson                     Aaron Anderstrom                     JONATHAN Cooke                     Elias Hakim                     Wayne Douglas                     Jenn Ventura                     Forrest Gladding                     John Connolly                     Ian Fox                     Zander Göpfert
Margarita Trail,Stars                   Average: 4.1                     Andy Summers                     Lost Justpastnowhere                     Josh Janes                     Matt Lane                     Troy Coil                     Raúl Gross                     Holly Godsey                     Ben Glover                     Bryan Smith                     Robert Parks                     adam cornely                     Bianca Sciarretta                     Shelley Lutz                     Kristen Arendt
Maverick,Stars                   Average: 3.7                     Brian Sturdevant                     C. Seaton                     D Bauman                     Emily Erin                     Tim McCabe                     Trent Madsen                     Melissa McMurphy                     Mack Przewozny                     Gary Hauser                     Rick Powelson                     John Connolly                     Mark Schneider                     Martin Asao                     Becky Grabert                     Brandon Russell                     Luis Elorreaga                     Mike Henderson                     David Wrobel                     David Darling                     Hunter R                     Jordy Hanson                     Curtis Tripp
Red Canyon Bike Trail #33016,Stars                   Average: 4.4                     David Lowe                     Bryan Smith                     Michelle Clark-Conley                     Sam Deaver                     Rob Moore
Hurricane Rim Trail,Stars                   Average: 3.7                     batrachoseps                     Julie Johnson                     Alexei Pavlov                     Raúl Gross                     Chip Loomis                     Michael Corbin                     Dieter Plaetinck                     Chris Spargen                     Lost Justpastnowhere                     Jodi Grotegut                     Meteor Liu                     J R                     Robert Parks                     Stephen Nayfach                     Bianca Sciarretta                     Sean Hawes                     christina ting                     Bela Bauer                     Brian Flynn                     Kevin Christopherson
Road to WOS,Stars                   Average: 4.5                     Holly Godsey                     Nathan Gregory                     Kat X                     Peter Kendrick
Practice Trail,Stars                   Average: 4.2                     Matt Chamberlain                     Matt Lane                     Scott Payne                     Alan Corcoran                     Bobby Brown                     Steffen Hauschild                     Lost Justpastnowhere                     Bryan Smith                     Kevin Fox                     Kevin Christopherson
Moab Canyon Paved Path,Stars                   Average: 4.1                     Sarah Mussetter                     F Felix                     justin rosenthal                     Dianne Phelps                     Tyler Jones                     Martini Linn                     Garrett Lodewyck                     Leslie Kehmeier
Top of the World Jeep Road,Stars                   Average: 4.5                     Tara Scieszinski                     Chappy                     Paul Rakos                     Spencer Weiler
Ice Box Canyon,Stars                   Average: 3.9                     Dan Freeman                     Saxton Hansen                     Garrett Carter                     Bryson Howell                     Philip Jackson                     Zane Argyle                     Alexander Jonathan                     Mike McAuley                     Crash Bandicoot                     Raúl Gross                     Michael Carter                     alison McLennan                     John Connolly                     Adam Shaleen                     Colby Wayment                     Swingin Johnson
Big Water Trail,Stars                   Average: 4.5                     Mark Hauber                     Sheri Perkes                     John Connolly                     Eric Decker
Chuckwalla Trail,Stars                   Average: 3.9                     Corey Pedersen                     Matt Lane                     Tim Knox                     Raúl Gross                     Steve Baker                     Andy Brown                     Daniel Bowler                     Carson Greenhalgh                     Trent Sonderegger                     Chris Brosious                     edward pinskey                     Tylar Laity                     Erich GLeckler                     John Lincoln                     Jared Berrett
Skyline Trail,Stars                   Average: 4.3                     Kris B.                     Valentine Vangtan                     Peter Turner                     Troy Benallie                     Jon Fabiszak                     Brian Smith
Snake Pit,Stars                   Average: 4.2                     Brett Wirick                     Matt Lane                     Raúl Gross                     Bryan Hansen                     Kay Waters                     Carson Greenhalgh                     J R                     Mark Graham                     Kyler Albrechtsen                     Kevin Christopherson
Goosebump,Stars                   Average: 4.1                     Matt Lane                     Todd Thueson                     Miles Weaver                     Lost Justpastnowhere                     JP Short                     Jasper Hohenegger                     Mike Dunn                     David Canadian                     Ed D                     Jeremiah Thomas                     B Flynn                     Eric Decker
Zoltar,Stars                   Average: 4.0                     Dan 60D5H411                     Bastien Pz                     Tim K                     Tom Dancs                     Chillimac McCune                     Brendan Edwards                     Aaron Gemmell                     John Mcilmoil                     Schuyler Crippen                     Raúl Gross                     David Darling                     Roscoe Herndon                     D L                     Mike Reisenleiter
Valley of the Gods Jeep Road,Stars                   Average: 4.4                     Aysun Patterson                     David McKenna                     Gary Hauser                     Mike Anderson                     Eric Ashley
Bonneville Shoreline Trail: North Ogden,Stars                   Average: 4.1                     Bridger Lord                     Johnny Crenshaw                     Justin Steele                     Steve Reichard                     Micah Foster                     Alex Leibold                     Colby Wayment                     Kyler Albrechtsen                     Adam Shaleen                     Michael Utley                     BackCountry Sortor
Ogden BST - 12th Street to Jumpoff Canyon,Stars                   Average: 4.1                     Joe Panushka                     Kciredor Noraa                     John Connolly                     Daniel Vadnais                     Clayton Cole                     Dave Callister                     Bryan Janson                     Bob Sharpe                     Don Woodford                     Colby Wayment                     Swingin Johnson
The Barrel,Stars                   Average: 4.4                     Bryan Hansen                     Scott Paul                     Fox Whiting                     Brett Jerman                     Dallin Webb
Bar-B Loop,Stars                   Average: 3.7                     Garrett Carter                     Lost Justpastnowhere                     Elle Fuqua Gregory                     Kenny Davis                     Tyler Jones                     Mack Przewozny                     Tim McCabe                     Melissa McMurphy                     Brendan Edwards                     Lincovich Hudson                     Amy White                     Christopher Taylor                     Josh C                     Claude Guay                     Michael Turner                     Bianca Sciarretta                     David Darling                     Colby Wayment                     Gosia Lieske                     Kevin Christopherson
Birch Creek Trail,Stars                   Average: 4.1                     Sterling Widmer                     James Strong                     Eric Ohling                     Allan Johnson                     Romer Pinto                     Todd Bushman                     Bart Walker                     Xhulme                     Tanner Short                     Collin Child                     Kevin Pickup
Twilight Zone,Stars                   Average: 4.3                     Lonnie Wolff                     Matt Lane                     Raúl Gross                     Steve Gregory                     Dallan Forsyth                     Epic Wolff                     Austin Eddy                     Rusty Slade
Blacksmith Fork River Trail,Stars                   Average: 3.9                     Cameron Swenson                     TLuke Swish                     Jake McKee                     Paul Op                     Spencer Christiansen                     Fabian Silvestre                     Kami S                     Rick Powelson                     Connor Bryson                     Bart Walker                     Joshua Christiansen                     Trenton Douglass                     bryanj0410                     Kevin Pickup
Black Loop,Stars                   Average: 4.3                     Ben Anderson                     Caitlin Fischetti                     Morgan Welty                     Blaque Flag                     Peyton Wray                     Shawn Spencer                     Spencer Griffin                     Joshua Hunt
Rainbow Downhill,Stars                   Average: 4.1                     Carter Parsons                     Jim Hoffman                     Bryson Howell                     Alex Wadell                     Joe Panushka                     Tristen Howe                     Clayton Cole                     Bob Sharpe                     Kyler Albrechtsen                     Colby Wayment                     Swingin Johnson
Handsome Cabin Boy (HCB),Stars                   Average: 4.4                     burnindaylight Davis                     Tim McCabe                     Raúl Gross                     Colby DeCamp                     Leslie Kehmeier
Racetrack,Stars                   Average: 4.3                     Steve Gabriel                     Liz Nielson                     Raúl Gross                     David Sam                     Adam Gilbert                     Jordan Mathis                     Jun An
Rim Rock,Stars                   Average: 4.3                     Matt Lane                     Raúl Gross                     J R                     Jacob Crockett                     Kyler Albrechtsen                     Kevin Christopherson
Sardine Peak Trail,Stars                   Average: 4.3                     Marc Sternfield                     Eric Whiting                     Jackson Evans                     Joseph Anderson                     John Connolly                     Brian Smith
Rob's Trail,Stars                   Average: 4.1                     Jesse True                     Dagny Brickson                     David Favero                     Olivier Brand                     The Turk                     atfarley farley                     Dan T.                     ben schmidt                     John Connolly                     Scott Cullins
Nome,Stars                   Average: 4.3                     akscrambler                     Jonny Charp                     Heather Z                     Jay Holsten                     Josh Tetreault                     Kevin Still
Coldwater Canyon to BST,Stars                   Average: 4.3                     Charlie Nelson                     Chad Hackley                     Clayton Shaw                     Tanner Lindley                     Ethan Parker                     Jon Zanone
Rim Runner,Stars                   Average: 4.3                     Matt Lane                     Raúl Gross                     Bryan Hansen                     J R                     Jacob Crockett                     Kevin Christopherson
7-Up Singletrack Option,Stars                   Average: 4.3                     Zak L                     Tim McCabe                     Jennifer Ryan                     Gary Hauser                     Trevor Burden                     Daniel Christianson
Hell Canyon,Stars                   Average: 4.5                     Patrick Lynch                     Chris Wandervans
Colorado River Overlook Trail,Stars                   Average: 4.5                     Steven Allison-Bunnell                     F Felix
Flagstaff Loop,Stars                   Average: 4.5                     Shae Kosmo                     Tom Robson
Hotel Rock Trail,Stars                   Average: 4.5                     Matthew Machu                     Michael Ahnemann
West Doubletrack,Stars                   Average: 4.5                     Tim McCabe                     naytlo Lowe
Turbulence,Stars                   Average: 4.5                     Matt Lane                     Ben Toolson
North Syncline Trail,Stars                   Average: 4.5                     Skylar Cox                     Colton Packard
Fisher Mesa Extension,Stars                   Average: 4.5                     Landon Monholland                     Mike Anderson
Slippery When Wet,Stars                   Average: 4.0                     Jerud Crandall                     Raúl Gross                     Fly Fishing Colorado                     Brian Zimmer                     Dominic Schoonover                     Aaron Roe                     Linda Lee                     Joel M                     Charlie Stump                     Colby DeCamp                     Johnny McConnell                     Brian Smith
Wardsworth Canyon Trail #8010,Stars                   Average: 4.5                     M Bort                     Scott Boel
Little Purgatory Trail,Stars                   Average: 4.5                     Matt Lane                     Edward-Bam Lopez
Flyer Territory,Stars                   Average: 4.5                     Matt Lane                     Ben Toolson
Queen Bess,Stars                   Average: 4.5                     atfarley farley                     Luu Kee
Billy Idol,Stars                   Average: 4.5                     Derik Udink                     Luu Kee
Bronto Jam,Stars                   Average: 4.5                     Jeff Chm                     Adam Mattessich
Pipeline Trail,Stars                   Average: 4.5                     Matt Egan                     Alan Wheelwright
Ricks Canyon,Stars                   Average: 4.5                     Tanner Short                     Colton Packard
Richards Hollow 019G,Stars                   Average: 4.5                     TLuke Swish                     Joseph Chapman
Monarch Loop Trail,Stars                   Average: 4.5                     Kyle Blackner                     zachnielsen999 Nielsen
Bamm Bamm,Stars                   Average: 4.5                     Jeff Chm                     Adam Mattessich
Overflow Connector,Stars                   Average: 4.5                     Brad Curtis                     Spencer Stokes
Four Loko,Stars                   Average: 4.5                     Matt Lane                     Joe Samhammer
Oil Bolt,Stars                   Average: 4.5                     Matt Lane                     Ben Toolson
Mules Ear Connector,Stars                   Average: 4.5                     Matt Egan                     Mark Graham
Hoover Junction (Three Peaks Technical),Stars                   Average: 4.5                     Matt Lane                     Joe Samhammer
S'mo Joes,Stars                   Average: 4.5                     Dylan Curtis                     Dave Kelly
Intrepid,Stars                   Average: 3.9                     Lost Justpastnowhere                     Raúl Gross                     S Drake                     Gary Hauser                     Salem Benjamin                     Stuart Spigel                     Pablo Cortez                     David Darling                     Nick Thomas                     Forrest Gladding                     Alex Kirkpatrick                     Pat Grewe                     Nick Wilder
Canyon Hollow,Stars                   Average: 3.7                     Marc Sternfield                     Raúl Gross                     Mark Hauber                     Larry Rogers                     Brayden Smith                     Daaave                     Alex L.                     Mark Michaels                     Skyler Fredrickson                     Clayton Preece                     Braden Bentson                     atfarley farley                     Aaron Bytendorp                     Will Nickell                     John Connolly                     Dane Bendixen                     matt barrus
Holy Guacamole,Stars                   Average: 3.8                     Lost Justpastnowhere                     Matt Lane                     Raúl Gross                     Heather Z                     Carson Greenhalgh                     tracy bilhorn                     Ben Glover                     Bryan Smith                     Skylar Stubbs                     Jodi Grotegut                     Abe Ferraro                     Joe Tank                     Megan Tice                     Bianca Sciarretta                     Shelley Lutz                     Kristen Arendt
Killer Bee,Stars                   Average: 4.1                     Justin Smith                     Alex Wadell                     Amy White                     Josh C                     Todd Van Selus                     Alex Leibold                     theiner Heiner                     Oliver C                     Leslie Kehmeier
Woodshollow Trail,Stars                   Average: 4.1                     Brendan Murton                     Marc Sternfield                     courtneyw                     Sam Greenhalgh                     Raphael Chanut                     Tim McCabe                     Jeffrey Bruse                     Holly Godsey                     Scott Sudweeks
Dino Cliffs,Stars                   Average: 3.9                     Jacob Olsen                     Matt Lane                     Ben Toolson                     Raúl Gross                     Troy Coil                     Bryan Hansen                     Jeffrey B                     Emerson Carnavale                     J.d. Holt                     Chad Lewis                     Mac Ritter                     matt barrus                     Kyler Albrechtsen                     Kevin Christopherson
Sovereign,Stars                   Average: 3.6                     Tim McCabe                     Tom Dancs                     Bikeheidi Bikeheidi                     Chris W                     Markus J                     Sara Boyd                     ERICA Michaud                     Ryan Hubbell                     Ry Zy                     Ethan Meginnes                     Joaquim Hailer                     Chip Loomis                     George Squibb                     Robert Conley                     Chad Hartley                     Leslie Kehmeier
Kaysville Bonneville Shoreline,Stars                   Average: 3.6                     Mike Grygg                     Greg and Heidi Nielsen                     Ben Anderson                     Evan N                     Brian Whitehead                     Spencer Griffin                     Bridger Lord                     KC KC                     J Labou                     Brodey Tremblay                     Johnny Crenshaw                     CrazyDad 76                     Elliott Karren                     Brandon Russell                     Jared Berrett                     Joe Sigety                     Adam Shaleen                     ryan lower                     Swingin Johnson
Bonneville Shoreline Trail - City Creek to Bobsled,Stars                   Average: 4.2                     Brynn Parsegov                     Joey Gerhards                     Robert Stephenson                     Holly Godsey                     Dan T.                     Greg Parsegov
RTS,Stars                   Average: 3.8                     Ascanio Pignatelli                     Pete Larsson                     Tim Knox                     brat .                     Don Woodford                     Lost Justpastnowhere                     Annie Ochs                     Gail Coates Hernandez                     John Connolly                     Braden Bentson                     John Pappas                     Spencer Beard                     Steve Hales
Race Course Loop,Stars                   Average: 4.1                     Lonnie Wolff                     Raúl Gross                     Jarett Gardner                     Spencer Griffin                     Alex Peterson                     Steve Gregory                     Dallan Forsyth                     Leisel Whitmore
Eric's Trail,Stars                   Average: 4.0                     Milo Quiroz                     Alex McCurdy                     JD Dawson                     Woolfman B                     Jim Thompson                     Aaron Heberer                     Travis Jewett                     Sheri Perkes                     Thom Keyes
Got Milk?,Stars                   Average: 3.9                     Clayton Auger                     Steve Gabriel                     Zach Wuestewald                     Raúl Gross                     David Sam                     Maggie Mcandrews                     E Milne                     Kelly Jones                     Aaron Roe                     Joel M                     Johnny McConnell                     Brian Smith
Three Peaks Loop,Stars                   Average: 4.0                     Lonnie Wolff                     Matt Lane                     Ben Warburton                     Raúl Gross                     P A                     Kendall Smith                     Martin Schijf                     Casey Gibbs                     Spencer Griffin                     Joe Samhammer
Cub Scout Loop,Stars                   Average: 4.1                     Matt Lane                     Raúl Gross                     CCS 414                     Tyson Clay                     Michelle Clark-Conley                     Rachel Friedman                     Alex Fore
South Maple Hollow Trail,Stars                   Average: 4.0                     Ben Anderson                     Chase L                     Mark Hauber                     Tim McCabe                     Rogerlodge Wilcox                     Brandon Rogers                     Tyler Bastian                     Alex L.                     Matt Kennedy                     Scott Sudweeks
Achtung Baby,Stars                   Average: 4.1                     Wyeth Thomas                     Ben Anderson                     Brigham Cook                     Spencer Wood                     Cole Martin                     Chase L                     Noah Airmet
Rusty Spur,Stars                   Average: 3.6                     Eric Trandai                     Douglas Edmundson                     Tim Selby                     Brian Verhougstraete                     Ryan Duclos                     Tom Dancs                     TJ B                     Greg R                     Salem Benjamin                     Josh C                     Tracy Hoffman Cindy Iuzzolino                     Pat Grewe                     Oliver C                     Matt Sands                     Porscha Doucette                     J Erik Hartel                     Curtis Tripp
Lost Prospector,Stars                   Average: 3.9                     Daryl Steck                     Harold haroldms3@aol.com                     tharlow harlow                     Bruce Smithhammer                     Tryhard Scoville                     Robert Pereira                     Kayla Bobzien                     Elvin Chan                     John Connolly                     John Herreshoff                     Gaelen Schiedel-Webb
Spring Hollow,Stars                   Average: 4.1                     Cameron Swenson                     TLuke Swish                     Rick Powelson                     Travis Anderson                     Dylan Harmon                     Logan Meldrum                     Colton Packard
Josephite Point Trail,Stars                   Average: 4.3                     Marilyn Flores                     Jared Anderson                     Ted Stroll
Serendipity Trail,Stars                   Average: 4.1                     Clayton Auger                     Jeff Stroh                     Raúl Gross                     Aaron Roe                     Colby DeCamp                     Johnny McConnell                     naytlo Lowe
Mule Shoe Trail,Stars                   Average: 4.3                     Bridger Lord                     John Griffin                     Edward-Bam Lopez
West Canyon Road,Stars                   Average: 4.3                     Curtis Hansen                     J R                     edward pinskey                     Leslie Kehmeier
Lightning Switch,Stars                   Average: 4.3                     mckay Burnside                     Andrew Mahn                     Joe Samhammer
East Intermediate Trail,Stars                   Average: 4.2                     Kirkwood Donavin                     Nate Johansen                     Max Haglund                     Max S.                     John Connolly
Mid-Way Trail,Stars                   Average: 4.3                     Evan B                     Yo Eddy                     Allen Tanner
Flow Trail,Stars                   Average: 4.3                     Chase Myers                     Kyle Blackner                     zachnielsen999 Nielsen
Gambel,Stars                   Average: 4.3                     Jalene Stanger                     Noah Airmet                     Bronson Eastwood
West Fork Duncan Creek Trail #222,Stars                   Average: 4.3                     Beau Paisley                     Kyle Blackner                     zachnielsen999 Nielsen
Knoll Trail Branch,Stars                   Average: 4.3                     Ammon Hepworth                     Raul Ramirez                     C Broome
Athena Trail,Stars                   Average: 4.2                     Tyler Willis                     Michael Buckley                     Tom Tracey                     Kati Ann                     anjarnold8                     Mike McGovern
Soft Rock,Stars                   Average: 4.3                     Harrison Dresser                     Jalene Stanger                     Bronson Eastwood
Yeti's,Stars                   Average: 4.0                     Ascanio Pignatelli                     Brent J                     craig orr                     Lucas Freigenberg                     John Wallace                     John Connolly                     atfarley farley                     A MG                     Steve Hales
Panorama Trail,Stars                   Average: 4.3                     Eric Morgan                     Jacob Killion                     Lindsey Gav                     Leslie Kehmeier
Pineview West Trail,Stars                   Average: 4.2                     Derek Allen                     Koby Battema                     Robby Gledhill                     Andrew Moradpour                     Jared Berrett
East Fork Wheeler Creek Trail,Stars                   Average: 4.3                     Eric Randall                     Ken Mitchell                     John Connolly                     Brian Smith
Peakview Trail,Stars                   Average: 4.2                     Marc Sternfield                     JD Dawson                     Rob Brown                     Mark Hauber                     Scott Sudweeks
Lewis Peak Trail,Stars                   Average: 4.3                     Jon Fabiszak                     John Arrington                     matt barrus                     BackCountry Sortor
Ambush,Stars                   Average: 4.3                     Jake Si                     Lost Justpastnowhere                     Scott Cullins                     Leslie Kehmeier
Raven,Stars                   Average: 4.3                     Travis Montell                     Raúl Gross                     Bert Evans                     Christina Hansen
Short Stack,Stars                   Average: 4.3                     Marc Sternfield                     nrgreen                     Holly Godsey                     Jason Anderson
Bobsled (Downhill Only),Stars                   Average: 4.0                     Joe Panushka                     Braiden Simmons                     Noel S                     Jackson Evans                     Clayton Cole                     Jesse Vanderhoof                     Bob Sharpe                     Michael Carter                     Colby Wayment
Mercer Mountain,Stars                   Average: 4.2                     Michael McCune                     Cole Martin                     Chase L                     Mark Hauber                     Dave Cook
Timberline,Stars                   Average: 4.2                     Matt Lane                     Erich Toll                     Justin Ross                     Jim Thompson                     Markk Knowles
Adventure Scout Loop,Stars                   Average: 4.3                     Matt Lane                     J R                     Michelle Clark-Conley                     Rachel Friedman
Jasper,Stars                   Average: 3.8                     Stephanie Striefel                     Thomas Checkley                     Tim McCabe                     Mack Przewozny                     Tom Dancs                     Gary Hauser                     Rick Powelson                     Holly Godsey                     Bucky Rauch                     David Darling                     Jeb Brown                     Matt Sands                     Nick Wilder
Rambler,Stars                   Average: 4.0                     Roc Johnson                     Marc Sternfield                     Kanye Twitty                     Casey Gibbs                     John Phillips                     atfarley farley                     Elvin Chan                     Tom Robson
Baby Steps (North) Loop,Stars                   Average: 3.6                     Heather Crawford                     Quinn Connors                     Jason Colbourne                     Tim Bettenhausen                     Matt Castelli                     Nick Wilder                     Rick Powelson                     Jay Holsten                     Scott Sichler                     Lee Forberg                     Gregg Smith                     Jamie Blackburn                     David Darling                     Jeff Gauvin                     Jeb Brown                     Brian Flynn                     John Connolly                     B Flynn                     Porscha Doucette
Green Loop,Stars                   Average: 3.9                     Spencer C                     Ben Anderson                     Robert Stephenson                     Jeff Eschler                     Morgan Welty                     Adam Taintor                     Blaque Flag                     brat .                     Spencer Griffin                     Joshua Hunt
Fire Sale,Stars                   Average: 3.9                     burnindaylight Davis                     Ian Barwell                     Raúl Gross                     Daxtyn Honeycutt                     Aaron Roe                     Linda Lee                     James Jones                     Charlie Stump                     Johnny McConnell                     Brian Smith
Hildalgo,Stars                   Average: 3.9                     Zak L                     O Nasty                     Tim McCabe                     Steven McIntosh                     Jennifer Ryan                     Gary Hauser                     Raúl Gross                     Chris Root                     David Darling                     Daniel Christianson
Deadwood DH,Stars                   Average: 4.0                     Greg and Heidi Nielsen                     Sam Greenhalgh                     Raúl Gross                     Brian Bassett                     Josh Davis                     Chase Howell                     Zander Göpfert
Big Spring Hollow Trail,Stars                   Average: 4.0                     jason gerrard                     Courtney Gosdis                     Chandler Sherwood                     George Ballew                     Zac Earl                     Bill Cox                     Daniel Bradford
Zooropa Trail,Stars                   Average: 3.6                     Wyeth Thomas                     Michael Corbin                     Philip Burks                     Caitlyn Tivy                     Marc Sternfield                     courtneyw                     Blaine Farr                     Sam Greenhalgh                     Raphael Chanut                     Tim McCabe                     Noah Airmet                     S B                     Holly Godsey                     Rob NELSON
Pritchett Canyon Jeep Road,Stars                   Average: 4.0                     Stephen Griffiths                     Brendan Edwards                     Markus Groner                     David Darling                     Dirk Martin                     F Felix
Kokopelli Trail: Hazard County - UPS,Stars                   Average: 3.5                     Jay Holsten                     Patrick Burns                     Connor Parish                     Markus J                     Mason R                     JEFFREY schubert                     Gabriel Finesilver                     Raúl Gross                     Ryan Ulch                     Will Stingley                     Tyler Teer                     Ryan Hickman                     Jonathon Johnson                     Barry Burko                     Tom Robson                     Christian Waara                     Brian Smith
