trail_name,length,difficulty,trail_link,city,popularity,rating,local_club,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
black canyon trail (bct) - bumblebee th to treasure mine rd,10.7,INTERMEDIATE,https://www.mtbproject.com/trail/4622458/black-canyon-trail-bct-bumblebee-th-to-treasure-mine-rd,Black Canyon City,0.762303664921466,3.9,Black Canyon Trail Coalition,1060.0,759.0,3.0,11.0,3115.0,2499.0,Unknown,Allowed
circumference trail,5.7,DIFFICULT,https://www.mtbproject.com/trail/7000364/circumference-trail,Anthem,0.7612565445026178,3.0,City of Phoenix - Trails and Desert Preserves,702.0,699.0,5.0,19.0,1776.0,1487.0,Leashed,Unknown
el grupo loop,2.5,INTERMEDIATE,https://www.mtbproject.com/trail/7055973/el-grupo-loop,Tucson Estates,0.7602094240837696,4.0,"Pima County - Natural Resources, Parks and Recreation",208.0,208.0,3.0,11.0,2711.0,2506.0,Unknown,Not Allowed
maus,3.4,INTERMEDIATE,https://www.mtbproject.com/trail/7017448/maus,Catalina,0.7591623036649214,4.0,,247.0,261.0,3.0,13.0,3739.0,3528.0,Unknown,Unknown
lower miller canyon trail,2.0,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7006085/lower-miller-canyon-trail,Sierra Vista Southeast,0.7581151832460733,4.0,,2.0,636.0,6.0,14.0,5713.0,5077.0,Unknown,Unknown
outside loop (purple),5.4,INTERMEDIATE,https://www.mtbproject.com/trail/7033193/outside-loop-purple,Prescott,0.757068062827225,4.0,,288.0,279.0,2.0,7.0,5443.0,5256.0,Leashed,Unknown
high point,4.2,INTERMEDIATE,https://www.mtbproject.com/trail/7024404/high-point,Oracle,0.7560209424083769,4.0,,299.0,336.0,3.0,9.0,4112.0,3804.0,Unknown,Unknown
bridge trail,0.9,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7017288/bridge-trail,Kachina Village,0.7549738219895288,4.0,Coconino County and the City of Flagstaff,45.0,43.0,2.0,5.0,7066.0,7046.0,Unknown,Unknown
power rd trail,1.6,INTERMEDIATE,https://www.mtbproject.com/trail/547484/power-rd-trail,Fountain Hills,0.7539267015706805,4.0,USFS - Tonto National Forest Office,18.0,83.0,1.0,4.0,1581.0,1503.0,Unknown,Unknown
gateway trail,1.5,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7012329/gateway-trail,Cave Creek,0.7528795811518324,4.0,,34.0,102.0,2.0,6.0,1960.0,1862.0,Unknown,Unknown
skunk canyon connector,1.4,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7038081/skunk-canyon-connector,Flagstaff,0.7518324607329843,4.0,USFS - Coconino National Forest Office,0.0,189.0,3.0,8.0,6881.0,6692.0,Off-leash,Unknown
taliesin trail,2.3,INTERMEDIATE,https://www.mtbproject.com/trail/4037271/taliesin-trail,Fountain Hills,0.7507853403141361,4.0,Maricopa County Parks,3.0,428.0,4.0,6.0,1968.0,1543.0,Unknown,Not Allowed
caliche flats trail,2.4,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7010590/caliche-flats-trail,Tucson Estates,0.749738219895288,4.0,"Pima County - Natural Resources, Parks and Recreation",5.0,117.0,1.0,3.0,2543.0,2429.0,Unknown,Unknown
cat peaks,1.1,INTERMEDIATE,https://www.mtbproject.com/trail/4365689/cat-peaks,Apache Junction,0.7476439790575916,3.8,Maricopa County Parks,136.0,105.0,4.0,7.0,1927.0,1797.0,Unknown,Allowed
black rock loop,1.8,INTERMEDIATE,https://www.mtbproject.com/trail/4730005/black-rock-loop,Flowing Wells,0.7465968586387435,3.8,Sonoran Desert Mountain Bicyclists,88.0,85.0,2.0,4.0,2582.0,2522.0,Unknown,Unknown
corona de loma,1.6,DIFFICULT,https://www.mtbproject.com/trail/7001972/corona-de-loma,Guadalupe,0.7455497382198952,3.5,City of Phoenix - Trails and Desert Preserves,120.0,843.0,11.0,25.0,2354.0,1631.0,Leashed,Allowed
campbell mesa loop trail,4.8,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/921204/campbell-mesa-loop-trail,Flagstaff,0.7445026178010471,3.9,Flagstaff Biking Organization,263.0,236.0,2.0,6.0,6833.0,6699.0,Unknown,Unknown
brewer trail #212,0.8,DIFFICULT,https://www.mtbproject.com/trail/7046427/brewer-trail-212,Sedona,0.743455497382199,4.0,,1.0,323.0,8.0,20.0,4597.0,4275.0,Unknown,Unknown
mt bigelow,0.9,INTERMEDIATE,https://www.mtbproject.com/trail/683924/mt-bigelow,Tanque Verde,0.7424083769633507,4.0,Sonoran Desert Mountain Bicyclists,0.0,541.0,12.0,20.0,8499.0,7958.0,Unknown,Unknown
snake trail,0.5,INTERMEDIATE,https://www.mtbproject.com/trail/4942984/snake-trail,West Sedona,0.7413612565445027,3.9,Verde Valley Cyclists Coalition,0.0,109.0,4.0,6.0,4541.0,4432.0,Unknown,Unknown
azt: segment 9 - apache trail to roosevelt,82.1,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7025881/azt-segment-9-apache-trail-to-roosevelt,Superior,0.7403141361256544,4.0,,5603.0,5771.0,3.0,14.0,2987.0,1672.0,Unknown,Unknown
the divide trail,2.0,EASY,https://www.mtbproject.com/trail/7012589/the-divide-trail,Carefree,0.7392670157068062,3.9,City of Scottsdale,39.0,61.0,1.0,3.0,2972.0,2933.0,Unknown,Unknown
champagne,4.1,INTERMEDIATE,https://www.mtbproject.com/trail/7003800/champagne,Fortuna Foothills,0.7382198952879582,4.0,Desert Mountain Bikers of Yuma,499.0,211.0,3.0,10.0,682.0,216.0,Unknown,Unknown
stagecoach trail,2.4,EASY,https://www.mtbproject.com/trail/7009192/stagecoach-trail,Carefree,0.7371727748691099,4.0,City of Scottsdale,34.0,107.0,1.0,6.0,2902.0,2825.0,Leashed,Unknown
azt: segment 12 - flagstaff to south kaibab,107.2,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7025884/azt-segment-12-flagstaff-to-south-kaibab,Flagstaff,0.7361256544502618,4.0,,6300.0,6238.0,2.0,28.0,9016.0,6131.0,Unknown,Unknown
andrews-kinsey trail,2.5,INTERMEDIATE,https://www.mtbproject.com/trail/7020350/andrews-kinsey-trail,Fountain Hills,0.7350785340314137,4.0,,467.0,349.0,6.0,21.0,2952.0,2665.0,Unknown,Not Allowed
surprise spring trail #350,1.4,INTERMEDIATE,https://www.mtbproject.com/trail/7006904/surprise-spring-trail-350,Williamson,0.7340314136125654,4.0,Prescott Mountain Bike Alliance,0.0,279.0,4.0,9.0,5896.0,5617.0,Unknown,Unknown
upper raptor,2.6,INTERMEDIATE,https://www.mtbproject.com/trail/3615549/upper-raptor,Cottonwood,0.7329842931937173,4.0,USFS - Coconino National Forest Office,440.0,8.0,3.0,26.0,4300.0,3866.0,Unknown,Unknown
badger mountain trail #329,7.0,INTERMEDIATE,https://www.mtbproject.com/trail/7033056/badger-mountain-trail-329,Prescott,0.7308900523560209,4.0,Prescott Mountain Bike Alliance,339.0,1094.0,4.0,18.0,6311.0,5519.0,Leashed,Unknown
azt: segment 5 - redington pass and the mighty catalinas,46.9,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7025877/azt-segment-5-redington-pass-and-the-mighty-catalinas,Tanque Verde,0.7298429319371728,4.0,,8615.0,3469.0,5.0,27.0,8178.0,2752.0,Unknown,Unknown
copper mountain loop,8.7,INTERMEDIATE,https://www.mtbproject.com/trail/7036283/copper-mountain-loop,Spring Valley,0.7287958115183246,3.8,,525.0,707.0,3.0,12.0,4412.0,3954.0,Unknown,Unknown
pemberton trail,15.7,INTERMEDIATE,https://www.mtbproject.com/trail/7051456/pemberton-trail,Rio Verde,0.7277486910994764,4.0,,770.0,768.0,2.0,8.0,2476.0,1826.0,Unknown,Unknown
mule deer trail,3.5,INTERMEDIATE,https://www.mtbproject.com/trail/7026150/mule-deer-trail,Citrus Park,0.7267015706806284,3.8,,194.0,208.0,2.0,6.0,1514.0,1379.0,Unknown,Allowed
trail 316 - pine lakes trail,1.6,INTERMEDIATE,https://www.mtbproject.com/trail/7002321/trail-316-pine-lakes-trail,Prescott,0.7256544502617801,4.0,Prescott Mountain Bike Alliance,159.0,211.0,4.0,12.0,5801.0,5599.0,Leashed,Unknown
twist & shout trail #372,0.6,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7012603/twist-shout-trail-372,Prescott,0.7246073298429319,4.0,USFS - Prescott National Forest Office,14.0,55.0,2.0,5.0,5733.0,5679.0,Leashed,Unknown
pat mullen spur,0.6,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7016113/pat-mullen-spur,Pinetop-Lakeside,0.7235602094240838,4.0,Pinetop-Lakeside TRACKS,255.0,0.0,9.0,20.0,7607.0,7352.0,Unknown,Unknown
tecolote trail,0.5,DIFFICULT,https://www.mtbproject.com/trail/7055972/tecolote-trail,South Tucson,0.7225130890052356,4.0,,40.0,39.0,3.0,7.0,2599.0,2559.0,Unknown,Not Allowed
gasline bypass,2.5,INTERMEDIATE,https://www.mtbproject.com/trail/7022211/gasline-bypass,Catalina,0.7214659685863875,4.0,Sonoran Desert Mountain Bicyclists,123.0,197.0,2.0,10.0,3935.0,3796.0,Unknown,Unknown
connector trail,1.1,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7043271/connector-trail,Fountain Hills,0.7204188481675393,4.0,USFS - Tonto National Forest Office,119.0,98.0,4.0,6.0,1833.0,1714.0,Unknown,Unknown
mint wash connector trail #352,1.2,DIFFICULT,https://www.mtbproject.com/trail/7012659/mint-wash-connector-trail-352,Williamson,0.7193717277486911,4.0,USFS - Prescott National Forest Office,45.0,351.0,6.0,14.0,5794.0,5444.0,Leashed,Unknown
wild west trail,0.5,DIFFICULT,https://www.mtbproject.com/trail/7055974/wild-west-trail,Tucson Estates,0.7183246073298429,4.0,,159.0,141.0,11.0,18.0,2830.0,2671.0,Unknown,Not Allowed
moto trail (upper),1.8,DIFFICULT,https://www.mtbproject.com/trail/5128831/moto-trail-upper,Flagstaff,0.7172774869109948,3.8,Flagstaff Biking Organization,620.0,0.0,7.0,16.0,8366.0,7746.0,Unknown,Allowed
arizona trail (highway 89 to schultz pass),6.3,INTERMEDIATE,https://www.mtbproject.com/trail/954069/arizona-trail-highway-89-to-schultz-pass,Flagstaff,0.7162303664921466,3.8,USFS - Coconino National Forest Office,1398.0,283.0,5.0,12.0,8018.0,6903.0,Unknown,Unknown
arizona trail (snowbowl road to schultz pass),6.8,INTERMEDIATE,https://www.mtbproject.com/trail/835610/arizona-trail-snowbowl-road-to-schultz-pass,Flagstaff,0.7151832460732984,3.7,USFS - Coconino National Forest Office,598.0,188.0,2.0,8.0,8101.0,7576.0,Unknown,Unknown
beverly canyon trail,1.7,INTERMEDIATE,https://www.mtbproject.com/trail/7002010/beverly-canyon-trail,Guadalupe,0.7141361256544503,3.5,City of Phoenix - Trails and Desert Preserves,317.0,158.0,5.0,22.0,1543.0,1250.0,Unknown,Allowed
centennial training track,0.6,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7044630/centennial-training-track,Yuma,0.713089005235602,4.0,,12.0,11.0,1.0,2.0,125.0,119.0,Leashed,Not Allowed
eliot ramada loop - around the golf course,2.0,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/358755/eliot-ramada-loop-around-the-golf-course,Tempe Junction,0.7120418848167539,3.6,City of Phoenix - Trails and Desert Preserves,29.0,95.0,1.0,2.0,1301.0,1206.0,Unknown,Unknown
willy nilly tractor,1.9,INTERMEDIATE,https://www.mtbproject.com/trail/7041329/willy-nilly-tractor,Prescott,0.7109947643979058,4.0,Prescott Mountain Bike Alliance,259.0,140.0,4.0,13.0,5780.0,5553.0,Leashed,Unknown
christmas tree loop,1.4,INTERMEDIATE,https://www.mtbproject.com/trail/6535290/christmas-tree-loop,Tanque Verde,0.7099476439790575,3.6,,57.0,56.0,2.0,4.0,2872.0,2819.0,Unknown,Unknown
garden party trail #324,0.8,INTERMEDIATE,https://www.mtbproject.com/trail/7007140/garden-party-trail-324,Prescott,0.7089005235602095,4.0,Prescott Mountain Bike Alliance,174.0,17.0,4.0,9.0,6036.0,5879.0,Unknown,Unknown
tom's thumb trail,4.7,VERY DIFFICULT,https://www.mtbproject.com/trail/7020323/toms-thumb-trail,Rio Verde,0.7078534031413612,3.7,,1124.0,1401.0,10.0,53.0,3775.0,2444.0,Unknown,Not Allowed
wild burro,2.7,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/5507136/wild-burro,Tortolita,0.706806282722513,4.0,"Pima County - Natural Resources, Parks and Recreation",387.0,44.0,3.0,13.0,3879.0,3521.0,Unknown,Unknown
tunnel vision,1.5,INTERMEDIATE,https://www.mtbproject.com/trail/7041140/tunnel-vision,Prescott,0.705759162303665,4.0,Prescott Mountain Bike Alliance,64.0,127.0,2.0,7.0,5848.0,5759.0,Leashed,Unknown
chain fruit trail,1.0,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7044912/chain-fruit-trail,Apache Junction,0.7047120418848167,4.0,,92.0,0.0,2.0,6.0,1976.0,1884.0,Leashed,Allowed
dawa trail,1.7,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4943173/dawa-trail,West Sedona,0.7036649214659686,3.5,Verde Valley Cyclists Coalition,83.0,153.0,3.0,7.0,4506.0,4384.0,Unknown,Unknown
clark springs trail #40,2.1,DIFFICULT,https://www.mtbproject.com/trail/7012621/clark-springs-trail-40,Williamson,0.7026178010471205,4.0,USFS - Prescott National Forest Office,1.0,784.0,7.0,19.0,6410.0,5627.0,Leashed,Unknown
golden gate trail,2.6,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7000583/golden-gate-trail,Tucson Estates,0.7015706806282722,3.5,Sonoran Desert Mountain Bicyclists,619.0,43.0,5.0,21.0,3194.0,2607.0,Unknown,Unknown
locomotive rock,2.6,INTERMEDIATE,https://www.mtbproject.com/trail/7024494/locomotive-rock,Ajo,0.7005235602094241,4.0,BLM Arizona - Hassayampa Field Office,95.0,181.0,2.0,7.0,1957.0,1855.0,Leashed,Unknown
clark spring trail #124,2.3,DIFFICULT,https://www.mtbproject.com/trail/7005943/clark-spring-trail-124,Sierra Vista Southeast,0.6994764397905759,4.0,Dawn to Dust,131.0,394.0,4.0,15.0,6120.0,5730.0,Unknown,Unknown
#322 circle connection trail,0.7,EASY,https://www.mtbproject.com/trail/7000574/322-circle-connection-trail,Prescott,0.6984293193717277,4.0,Prescott Mountain Bike Alliance,126.0,4.0,3.0,7.0,6227.0,6104.0,Unknown,Unknown
westside,4.8,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7011807/westside,Yuma,0.6973821989528796,4.0,Desert Mountain Bikers of Yuma,499.0,353.0,3.0,12.0,491.0,192.0,Unknown,Unknown
roller coaster trail,0.3,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7056335/roller-coaster-trail,Flowing Wells,0.6963350785340314,4.0,Pima County Parks and Recreation,18.0,5.0,1.0,4.0,2491.0,2475.0,Leashed,Unknown
wildlife corridor trail,1.7,INTERMEDIATE,https://www.mtbproject.com/trail/4854563/wildlife-corridor-trail,Oracle,0.6952879581151832,4.0,,34.0,307.0,4.0,14.0,4358.0,4085.0,Unknown,Unknown
wagner,1.1,EASY,https://www.mtbproject.com/trail/7013388/wagner,Rio Verde,0.694240837696335,4.0,Maricopa County Parks,119.0,2.0,2.0,3.0,2096.0,1976.0,Unknown,Allowed
fs 6275,3.2,INTERMEDIATE,https://www.mtbproject.com/trail/7040840/fs-6275,Flagstaff,0.6931937172774869,4.0,,1157.0,2.0,7.0,15.0,8622.0,7465.0,Unknown,Unknown
mariposa trail,1.6,INTERMEDIATE,https://www.mtbproject.com/trail/4854005/mariposa-trail,Oracle,0.6921465968586387,4.0,,210.0,144.0,4.0,12.0,4389.0,4268.0,Unknown,Unknown
tortoise,0.7,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7013386/tortoise,Rio Verde,0.6910994764397906,4.0,Maricopa County Parks,88.0,1.0,2.0,4.0,1963.0,1875.0,Unknown,Allowed
rough rider trail,0.5,EASY,https://www.mtbproject.com/trail/7052384/rough-rider-trail,Cave Creek,0.6900523560209424,4.0,,31.0,0.0,1.0,3.0,1644.0,1613.0,Unknown,Unknown
starr pass trail,4.9,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4881896/starr-pass-trail,Tucson Estates,0.6890052356020943,3.7,,266.0,372.0,2.0,9.0,2865.0,2683.0,Unknown,Unknown
twisted sister,2.0,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7020359/twisted-sister,Fountain Hills,0.6879581151832461,3.7,,155.0,415.0,5.0,15.0,1825.0,1436.0,Leashed,Unknown
bct: table mesa to black canyon city,12.5,DIFFICULT,https://www.mtbproject.com/trail/7045259/bct-table-mesa-to-black-canyon-city,New River,0.6869109947643979,4.0,,1356.0,1223.0,4.0,11.0,2495.0,1751.0,Unknown,Allowed
dreamy draw nature trail,0.9,EASY,https://www.mtbproject.com/trail/7053086/dreamy-draw-nature-trail,Paradise Valley,0.6858638743455497,4.0,City of Phoenix - Trails and Desert Preserves,80.0,77.0,3.0,7.0,1500.0,1420.0,Leashed,Unknown
overton trail,1.8,INTERMEDIATE,https://www.mtbproject.com/trail/845918/overton-trail,Cave Creek,0.6848167539267016,3.7,,62.0,391.0,5.0,11.0,2445.0,2057.0,Unknown,Allowed
camaro loop,2.1,INTERMEDIATE,https://www.mtbproject.com/trail/6186964/camaro-loop,Drexel Heights,0.6837696335078534,3.7,Sonoran Desert Mountain Bicyclists,109.0,106.0,2.0,6.0,2637.0,2552.0,Unknown,Not Allowed
williams peak trail #738,1.1,INTERMEDIATE,https://www.mtbproject.com/trail/7050680/williams-peak-trail-738,Prescott,0.6827225130890052,4.0,,189.0,3.0,3.0,8.0,6215.0,6029.0,Unknown,Unknown
maricopa trail (bronco - sonoran),3.4,EASY,https://www.mtbproject.com/trail/7052639/maricopa-trail-bronco-sonoran,Carefree,0.6816753926701571,4.0,,20.0,365.0,2.0,6.0,3234.0,2883.0,Unknown,Unknown
west wetlands path,1.1,EASY,https://www.mtbproject.com/trail/7037872/west-wetlands-path,Yuma,0.6806282722513088,4.0,Desert Mountain Bikers of Yuma,17.0,11.0,0.0,2.0,133.0,120.0,Leashed,Unknown
forces of nature,1.8,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/5185612/forces-of-nature,Flagstaff,0.6795811518324607,3.8,Flagstaff Biking Organization,276.0,137.0,4.0,14.0,7172.0,6977.0,Unknown,Unknown
skyline crest,1.4,INTERMEDIATE,https://www.mtbproject.com/trail/7037241/skyline-crest,Buckeye,0.6774869109947643,4.0,,116.0,503.0,9.0,40.0,2114.0,1611.0,Unknown,Allowed
maricopa trail: apache peak run - new river,3.0,DIFFICULT,https://www.mtbproject.com/trail/7026819/maricopa-trail-apache-peak-run-new-river,Anthem,0.6764397905759163,4.0,,336.0,258.0,4.0,21.0,2252.0,2046.0,Off-leash,Unknown
friendly fair trail,3.1,INTERMEDIATE,https://www.mtbproject.com/trail/7015372/friendly-fair-trail,Lake Havasu City,0.675392670157068,4.0,BLM Lake Havasu Field Office,174.0,172.0,2.0,9.0,962.0,861.0,Off-leash,Unknown
glassford summit trail,2.2,INTERMEDIATE,https://www.mtbproject.com/trail/7039401/glassford-summit-trail,Prescott Valley,0.6743455497382198,4.0,,936.0,0.0,8.0,27.0,6124.0,5187.0,Leashed,Unknown
gooseneck trail,6.8,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7002022/gooseneck-trail,Rio Verde,0.6732984293193718,3.6,City of Scottsdale,352.0,279.0,2.0,7.0,2635.0,2506.0,Leashed,Not Allowed
sawmill connector #636a,4.5,INTERMEDIATE,https://www.mtbproject.com/trail/7036763/sawmill-connector-636a,Show Low,0.6722513089005235,4.0,Pinetop-Lakeside TRACKS,349.0,249.0,2.0,12.0,6925.0,6799.0,Unknown,Unknown
radar loop,1.6,EASY,https://www.mtbproject.com/trail/5788429/radar-loop,Kachina Village,0.6712041884816754,4.0,,94.0,94.0,2.0,8.0,7022.0,6983.0,Unknown,Unknown
butte creek trail #321,1.9,DIFFICULT,https://www.mtbproject.com/trail/7011406/butte-creek-trail-321,Prescott,0.6701570680628273,4.0,,4.0,451.0,5.0,14.0,6093.0,5646.0,Unknown,Unknown
hidden valley trail #374,0.4,INTERMEDIATE,https://www.mtbproject.com/trail/7012608/hidden-valley-trail-374,Prescott,0.669109947643979,4.0,USFS - Prescott National Forest Office,0.0,134.0,6.0,14.0,5814.0,5679.0,Leashed,Unknown
alpe d'huez,1.2,INTERMEDIATE,https://www.mtbproject.com/trail/7057006/alpe-dhuez,Apache Junction,0.6670157068062827,4.0,Hawes Trail Alliance,491.0,4.0,8.0,21.0,2632.0,2145.0,Unknown,Unknown
moss wash ohv trail route 7200,5.8,DIFFICULT,https://www.mtbproject.com/trail/7014851/moss-wash-ohv-trail-route-7200,Kingman,0.6659685863874345,4.0,Colorado River Area Trail Alliance,61.0,1303.0,4.0,16.0,5666.0,4424.0,Unknown,Allowed
dry lakes vista,0.9,EASY,https://www.mtbproject.com/trail/743662/dry-lakes-vista,Flagstaff,0.6649214659685864,4.0,USFS - Coconino National Forest Office,45.0,11.0,1.0,3.0,8351.0,8309.0,Unknown,Unknown
lance's trail,1.4,INTERMEDIATE,https://www.mtbproject.com/trail/7057298/lances-trail,Apache Junction,0.6638743455497382,4.0,,83.0,224.0,4.0,9.0,2105.0,1896.0,Leashed,Unknown
phone trail,0.3,INTERMEDIATE,https://www.mtbproject.com/trail/4923508/phone-trail,Village of Oak Creek (Big Park),0.66282722513089,4.0,Verde Valley Cyclists Coalition,1.0,10.0,1.0,1.0,4329.0,4320.0,Unknown,Unknown
w naranja drive multi purpose path,1.5,INTERMEDIATE,https://www.mtbproject.com/trail/7046310/w-naranja-drive-multi-purpose-path,Tortolita,0.6617801047120419,4.0,,13.0,42.0,1.0,2.0,2716.0,2685.0,Unknown,Unknown
tucson estates trail,1.3,EASY,https://www.mtbproject.com/trail/7056453/tucson-estates-trail,Tucson Estates,0.6607329842931937,4.0,,222.0,1.0,3.0,5.0,2862.0,2642.0,Unknown,Not Allowed
trail 328 - piglet trail,0.6,INTERMEDIATE,https://www.mtbproject.com/trail/7012503/trail-328-piglet-trail,Prescott,0.6596858638743455,4.0,Prescott Mountain Bike Alliance,5.0,178.0,6.0,9.0,5814.0,5641.0,Leashed,Unknown
palisade trail,1.2,INTERMEDIATE,https://www.mtbproject.com/trail/7000494/palisade-trail,Anthem,0.6586387434554974,4.0,City of Phoenix - Trails and Desert Preserves,277.0,174.0,7.0,21.0,1868.0,1591.0,Leashed,Unknown
osprey connector #636c,2.5,INTERMEDIATE,https://www.mtbproject.com/trail/7036764/osprey-connector-636c,Lake of the Woods,0.6575916230366492,4.0,Pinetop-Lakeside TRACKS,114.0,201.0,2.0,14.0,6935.0,6751.0,Unknown,Unknown
bail trail,0.3,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/4923646/bail-trail,Village of Oak Creek (Big Park),0.6565445026178011,3.8,,0.0,102.0,6.0,8.0,4398.0,4296.0,Unknown,Unknown
front yard,1.4,INTERMEDIATE,https://www.mtbproject.com/trail/7003804/front-yard,Yuma,0.6554973821989529,4.0,,139.0,6.0,2.0,5.0,329.0,192.0,Unknown,Unknown
legacy trail,1.2,INTERMEDIATE,https://www.mtbproject.com/trail/7011275/legacy-trail,Prescott,0.6544502617801047,4.0,,182.0,120.0,5.0,14.0,5361.0,5275.0,Unknown,Unknown
cactus wren trail,1.5,INTERMEDIATE,https://www.mtbproject.com/trail/4905153/cactus-wren-trail,Cave Creek,0.6534031413612565,3.8,Cave Creek Bicycle Association,57.0,89.0,2.0,5.0,1790.0,1724.0,Unknown,Unknown
tatanka,2.0,INTERMEDIATE,https://www.mtbproject.com/trail/7041313/tatanka,Prescott,0.6523560209424084,4.0,Prescott Mountain Bike Alliance,74.0,206.0,3.0,8.0,5865.0,5706.0,Leashed,Unknown
harv's howl,0.4,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7032906/harvs-howl,Buckeye,0.6513089005235602,3.8,,79.0,3.0,4.0,13.0,1128.0,1050.0,Unknown,Unknown
blm trail,1.1,INTERMEDIATE,https://www.mtbproject.com/trail/7035222/blm-trail,Prescott,0.650261780104712,4.0,Prescott Mountain Bike Alliance,2.0,284.0,5.0,10.0,5936.0,5654.0,Leashed,Unknown
bowen trail,0.8,DIFFICULT,https://www.mtbproject.com/trail/7056938/bowen-trail,Tucson Estates,0.6492146596858639,4.0,Pima County Parks and Recreation,56.0,80.0,3.0,7.0,2822.0,2742.0,Unknown,Not Allowed
zygomatic,0.8,INTERMEDIATE,https://www.mtbproject.com/trail/7041315/zygomatic,Prescott,0.6481675392670156,4.0,Prescott Mountain Bike Alliance,1.0,201.0,5.0,14.0,5918.0,5718.0,Leashed,Unknown
coyote canyon trail,1.3,INTERMEDIATE,https://www.mtbproject.com/trail/7023668/coyote-canyon-trail,Carefree,0.6471204188481675,4.0,,119.0,24.0,2.0,7.0,2835.0,2725.0,Leashed,Unknown
unnamed trail,1.7,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7024553/unnamed-trail,Green Valley,0.6450261780104711,4.0,,141.0,32.0,2.0,5.0,3161.0,3051.0,Unknown,Unknown
solifuge connector,0.5,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7057121/solifuge-connector,Ajo,0.6439790575916231,4.0,BLM - Lower Sonoran Field Office,26.0,35.0,2.0,4.0,1772.0,1744.0,Unknown,Unknown
cunningham trail,3.9,EASY,https://www.mtbproject.com/trail/3964075/cunningham-trail,Swift Trail Junction,0.6429319371727749,4.0,,175.0,395.0,3.0,9.0,9202.0,8883.0,Unknown,Unknown
36th street trail alternate,0.8,INTERMEDIATE,https://www.mtbproject.com/trail/7056721/36th-street-trail-alternate,Tucson Estates,0.6418848167539266,4.0,"Pima County - Natural Resources, Parks and Recreation",51.0,18.0,2.0,8.0,2630.0,2586.0,Unknown,Not Allowed
kerr jar trail,0.9,INTERMEDIATE,https://www.mtbproject.com/trail/7000599/kerr-jar-trail,Tucson Estates,0.6408376963350786,4.0,Sonoran Desert Mountain Bicyclists,39.0,19.0,1.0,6.0,2643.0,2605.0,Unknown,Unknown
coatimundi trail,1.1,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7056493/coatimundi-trail,Tucson Estates,0.6397905759162303,4.0,,106.0,0.0,2.0,4.0,2658.0,2553.0,Unknown,Not Allowed
powerline trail,0.2,EASY,https://www.mtbproject.com/trail/7050954/powerline-trail,Prescott,0.6387434554973822,4.0,,59.0,0.0,5.0,10.0,5559.0,5499.0,Unknown,Unknown
d road (8112 d road),0.9,INTERMEDIATE,https://www.mtbproject.com/trail/7057119/d-road-8112-d-road,Ajo,0.6376963350785341,4.0,BLM - Lower Sonoran Field Office,10.0,139.0,3.0,10.0,1824.0,1693.0,Unknown,Unknown
west butte trail,1.5,INTERMEDIATE,https://www.mtbproject.com/trail/7013032/west-butte-trail,Casa Grande,0.6366492146596858,4.0,Casa Grande Parks & Recreation,129.0,251.0,5.0,12.0,1749.0,1510.0,Unknown,Unknown
barb's trail,0.7,EASY,https://www.mtbproject.com/trail/7056896/barbs-trail,Carefree,0.6356020942408377,4.0,City of Scottsdale,62.0,4.0,2.0,4.0,2753.0,2691.0,Leashed,Not Allowed
desperado trail,0.5,INTERMEDIATE,https://www.mtbproject.com/trail/7023667/desperado-trail,Carefree,0.6345549738219896,4.0,,15.0,23.0,1.0,3.0,2828.0,2811.0,Leashed,Unknown
