trail_name,length,difficulty,trail_link,city,popularity,rating,local_club,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
slippery when wet,4.9,DIFFICULT,https://www.mtbproject.com/trail/7002783/slippery-when-wet,"Maeser, UT",0.7478448275862069,4.0,BLM Utah - Vernal Office,319.0,414.0,3.0,14.0,5304.0,5059.0,Off-leash,Unknown
wardsworth canyon trail #8010,7.1,DIFFICULT,https://www.mtbproject.com/trail/7041630/wardsworth-canyon-trail-8010,"Springville, UT",0.7467672413793104,4.5,,2304.0,0.0,6.0,17.0,8374.0,6070.0,Leashed,Unknown
little purgatory trail,2.6,DIFFICULT,https://www.mtbproject.com/trail/7002424/little-purgatory-trail,"Leeds, UT",0.7456896551724138,4.5,Trail Alliance of Southern Utah (TASU),103.0,849.0,7.0,17.0,3835.0,2986.0,Unknown,Unknown
flyer territory,1.6,INTERMEDIATE,https://www.mtbproject.com/trail/7055691/flyer-territory,"Washington, UT",0.7446120689655173,4.5,,217.0,128.0,4.0,14.0,2801.0,2684.0,Unknown,Unknown
queen bess,0.9,INTERMEDIATE,https://www.mtbproject.com/trail/7004993/queen-bess,"Alta, UT",0.7435344827586208,4.5,,392.0,66.0,9.0,35.0,8650.0,8287.0,No Dogs,Unknown
billy idol,0.4,DIFFICULT,https://www.mtbproject.com/trail/7014833/billy-idol,"Eagle Mountain, UT",0.7424568965517242,4.5,"USFS - Uinta, Wasatch & Cache National Forests Office",115.0,0.0,6.0,13.0,5228.0,5112.0,Unknown,Unknown
bronto jam,0.5,INTERMEDIATE,https://www.mtbproject.com/trail/7053048/bronto-jam,"Snyderville, UT",0.7413793103448276,4.5,,1.0,122.0,5.0,11.0,6725.0,6603.0,No Dogs,Not Allowed
pipeline trail,0.7,EASY,https://www.mtbproject.com/trail/7048050/pipeline-trail,"Liberty, UT",0.740301724137931,4.5,,156.0,2.0,4.0,15.0,5813.0,5660.0,Leashed,Allowed
ricks canyon,4.5,DIFFICULT,https://www.mtbproject.com/trail/7000661/ricks-canyon,"North Logan, UT",0.7392241379310345,4.5,"USFS - Uinta, Wasatch & Cache National Forests Office",1928.0,9.0,8.0,26.0,7444.0,5525.0,Unknown,Unknown
richards hollow 019g,5.6,DIFFICULT,https://www.mtbproject.com/trail/7051186/richards-hollow-019g,"Millville, UT",0.7381465517241379,4.5,,2056.0,34.0,7.0,38.0,7486.0,5464.0,Leashed,Unknown
monarch loop trail,3.1,INTERMEDIATE,https://www.mtbproject.com/trail/7020061/monarch-loop-trail,"Junction, UT",0.7370689655172413,4.5,Eagle Point Ski Resort,385.0,389.0,5.0,16.0,10536.0,10148.0,Unknown,Unknown
bamm bamm,0.4,DIFFICULT,https://www.mtbproject.com/trail/7053047/bamm-bamm,"Snyderville, UT",0.7359913793103449,4.5,,1.0,112.0,6.0,8.0,6724.0,6613.0,No Dogs,Unknown
overflow connector,0.2,EASY,https://www.mtbproject.com/trail/7046933/overflow-connector,"Moab, UT",0.7349137931034483,4.5,,9.0,1.0,1.0,1.0,5959.0,5950.0,No Dogs,Allowed
four loko,1.4,VERY DIFFICULT,https://www.mtbproject.com/trail/7041072/four-loko,"Enoch, UT",0.7338362068965518,4.5,Trail Alliance of Southern Utah (TASU),156.0,208.0,5.0,18.0,5913.0,5744.0,Leashed,Unknown
oil bolt,0.8,INTERMEDIATE,https://www.mtbproject.com/trail/7055686/oil-bolt,"Washington, UT",0.7327586206896552,4.5,,0.0,188.0,4.0,11.0,2967.0,2778.0,Unknown,Unknown
mules ear connector,1.1,INTERMEDIATE,https://www.mtbproject.com/trail/7047976/mules-ear-connector,"Liberty, UT",0.7316810344827587,4.5,,149.0,55.0,3.0,10.0,6009.0,5859.0,Unknown,Allowed
hoover junction (three peaks technical),1.3,DIFFICULT,https://www.mtbproject.com/trail/7041071/hoover-junction-three-peaks-technical,"Enoch, UT",0.7306034482758621,4.5,Trail Alliance of Southern Utah (TASU),159.0,227.0,6.0,14.0,5916.0,5759.0,Leashed,Unknown
s'mo joes,1.3,INTERMEDIATE,https://www.mtbproject.com/trail/7009629/smo-joes,"Carbonville, UT",0.7295258620689655,4.5,BLM Utah-Price Field Office,16.0,180.0,3.0,11.0,6182.0,6018.0,Unknown,Unknown
intrepid,0.7,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/5084752/intrepid,"Moab, UT",0.728448275862069,3.9,Dead Horse Point State Park,22.0,59.0,2.0,6.0,5925.0,5888.0,No Dogs,Allowed
canyon hollow,2.0,INTERMEDIATE,https://www.mtbproject.com/trail/5936834/canyon-hollow,"Draper, UT",0.7273706896551724,3.7,"City of Draper, UT - Parks and Trails",740.0,7.0,7.0,15.0,5842.0,5109.0,Unknown,Allowed
holy guacamole,3.3,DIFFICULT,https://www.mtbproject.com/trail/7008987/holy-guacamole,"Springdale, UT",0.7262931034482759,3.8,Trail Alliance of Southern Utah (TASU),208.0,186.0,2.0,14.0,4571.0,4452.0,Off-leash,Unknown
killer bee,0.7,DIFFICULT,https://www.mtbproject.com/trail/175440/killer-bee,"Moab, UT",0.7252155172413793,4.1,,0.0,475.0,14.0,40.0,4707.0,4231.0,Leashed,Not Allowed
woodshollow trail,1.7,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7031914/woodshollow-trail,"Alpine, UT",0.7241379310344828,4.1,,3.0,427.0,5.0,8.0,6091.0,5664.0,Leashed,Allowed
dino cliffs,2.0,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4332246/dino-cliffs,"Washington, UT",0.7230603448275863,3.9,Trail Alliance of Southern Utah (TASU),83.0,175.0,2.0,23.0,3295.0,3127.0,Unknown,Unknown
sovereign,9.9,DIFFICULT,https://www.mtbproject.com/trail/231528/sovereign,"Moab, UT",0.7219827586206897,3.6,Moab Trails Alliance,1295.0,1098.0,5.0,23.0,4851.0,4383.0,Leashed,Allowed
kaysville bonneville shoreline,3.6,INTERMEDIATE,https://www.mtbproject.com/trail/347222/kaysville-bonneville-shoreline,"Fruit Heights, UT",0.7209051724137931,3.6,,696.0,368.0,6.0,16.0,5277.0,4886.0,Unknown,Unknown
bonneville shoreline trail - city creek to bobsled,3.2,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7018040/bonneville-shoreline-trail-city-creek-to-bobsled,"Salt Lake City, UT",0.7198275862068966,4.2,Bonneville Shoreline Trail Coalition,1198.0,65.0,7.0,25.0,5797.0,4661.0,Leashed,Unknown
rts,2.7,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7016897/rts,"Snyderville, UT",0.71875,3.8,Mountain Trails Foundation,260.0,294.0,4.0,11.0,6747.0,6486.0,Unknown,Unknown
race course loop,3.9,INTERMEDIATE,https://www.mtbproject.com/trail/7013541/race-course-loop,"Enoch, UT",0.7176724137931034,4.1,Trail Alliance of Southern Utah (TASU),320.0,321.0,3.0,14.0,6152.0,5839.0,Unknown,Unknown
eric's trail,4.9,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7042640/erics-trail,"Herriman, UT",0.7165948275862069,4.0,,911.0,579.0,6.0,15.0,6112.0,5234.0,Unknown,Unknown
got milk?,4.0,INTERMEDIATE,https://www.mtbproject.com/trail/7002777/got-milk,"Maeser, UT",0.7155172413793104,3.9,BLM Utah - Vernal Office,288.0,278.0,3.0,10.0,5319.0,5123.0,Off-leash,Unknown
three peaks loop,5.9,INTERMEDIATE,https://www.mtbproject.com/trail/7041070/three-peaks-loop,"Enoch, UT",0.7144396551724138,4.0,Trail Alliance of Southern Utah (TASU),551.0,526.0,3.0,16.0,6050.0,5693.0,Leashed,Unknown
cub scout loop,1.6,DIFFICULT,https://www.mtbproject.com/trail/7012531/cub-scout-loop,"Hurricane, UT",0.7133620689655173,4.1,,144.0,207.0,4.0,12.0,3117.0,2912.0,Unknown,Unknown
south maple hollow trail,1.7,INTERMEDIATE,https://www.mtbproject.com/trail/7031917/south-maple-hollow-trail,"Alpine, UT",0.7122844827586208,4.0,,504.0,23.0,6.0,18.0,6163.0,5659.0,Leashed,Unknown
achtung baby,2.2,INTERMEDIATE,https://www.mtbproject.com/trail/7048663/achtung-baby,"Alpine, UT",0.7112068965517242,4.1,,33.0,532.0,5.0,16.0,5821.0,5317.0,No Dogs,Allowed
rusty spur,1.6,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/175088/rusty-spur,"Moab, UT",0.7101293103448276,3.6,Moab Trail Mix,89.0,75.0,2.0,7.0,4628.0,4573.0,Leashed,Not Allowed
lost prospector,3.8,INTERMEDIATE,https://www.mtbproject.com/trail/805183/lost-prospector,"Park City, UT",0.709051724137931,3.9,Mountain Trails Foundation,410.0,136.0,3.0,25.0,7250.0,6893.0,Unknown,Unknown
spring hollow,6.1,DIFFICULT,https://www.mtbproject.com/trail/7001139/spring-hollow,"North Logan, UT",0.7079741379310345,4.1,"USFS - Uinta, Wasatch & Cache National Forests Office",3605.0,1.0,11.0,25.0,8615.0,5010.0,Unknown,Unknown
josephite point trail,7.0,INTERMEDIATE,https://www.mtbproject.com/trail/5933062/josephite-point-trail,"Manti, UT",0.7068965517241379,4.3,Mountain Trails Foundation,778.0,831.0,4.0,13.0,8957.0,8571.0,Unknown,Unknown
serendipity trail,1.0,INTERMEDIATE,https://www.mtbproject.com/trail/7002710/serendipity-trail,"Naples, UT",0.7058189655172413,4.1,BLM Utah - Vernal Office,3.0,379.0,7.0,19.0,6014.0,5638.0,Off-leash,Unknown
mule shoe trail,2.2,INTERMEDIATE,https://www.mtbproject.com/trail/7002434/mule-shoe-trail,"Liberty, UT",0.7047413793103449,4.3,"Weber County Government, Ogden, UT - Parks",423.0,263.0,6.0,22.0,5982.0,5621.0,Unknown,Unknown
west canyon road,4.1,EASY,https://www.mtbproject.com/trail/7024153/west-canyon-road,"Ivins, UT",0.7036637931034483,4.3,Utah State Parks,397.0,2.0,2.0,4.0,3664.0,3269.0,Unknown,Allowed
lightning switch,2.5,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7040581/lightning-switch,"Cedar City, UT",0.7025862068965518,4.3,Trail Alliance of Southern Utah (TASU),952.0,0.0,7.0,18.0,7034.0,6082.0,Unknown,Unknown
east intermediate trail,2.2,INTERMEDIATE,https://www.mtbproject.com/trail/7021849/east-intermediate-trail,"Kamas, UT",0.7015086206896552,4.2,,358.0,554.0,8.0,17.0,7785.0,7231.0,Off-leash,Unknown
mid-way trail,1.1,INTERMEDIATE,https://www.mtbproject.com/trail/7026177/mid-way-trail,"Alta, UT",0.7004310344827587,4.3,,20.0,327.0,6.0,17.0,8474.0,8147.0,No Dogs,Unknown
flow trail,1.8,INTERMEDIATE,https://www.mtbproject.com/trail/7020157/flow-trail,"Junction, UT",0.6993534482758621,4.3,Eagle Point Ski Resort,2.0,373.0,4.0,9.0,10335.0,9964.0,Off-leash,Unknown
gambel,1.0,EASY,https://www.mtbproject.com/trail/7047317/gambel,"Pleasant Grove, UT",0.6982758620689655,4.3,,62.0,61.0,2.0,9.0,4982.0,4922.0,Unknown,Unknown
west fork duncan creek trail #222,2.6,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7029594/west-fork-duncan-creek-trail-222,"Beaver, UT",0.697198275862069,4.3,,30.0,871.0,6.0,22.0,9377.0,8532.0,Off-leash,Unknown
knoll trail branch,0.9,INTERMEDIATE,https://www.mtbproject.com/trail/7029048/knoll-trail-branch,"Brigham City, UT",0.6961206896551724,4.3,Brigham City - Parks Division,137.0,233.0,8.0,22.0,5398.0,5262.0,Off-leash,Unknown
athena trail,5.6,INTERMEDIATE,https://www.mtbproject.com/trail/7052815/athena-trail,"East Carbon City, UT",0.6950431034482759,4.2,BLM Utah - Moab Field Office,411.0,409.0,3.0,11.0,4323.0,4199.0,Unknown,Unknown
soft rock,0.3,EASY,https://www.mtbproject.com/trail/7047318/soft-rock,"Pleasant Grove, UT",0.6939655172413793,4.3,,34.0,34.0,4.0,9.0,4905.0,4871.0,Unknown,Unknown
yeti's,3.0,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7016894/yetis,"Snyderville, UT",0.6928879310344828,4.0,,1083.0,0.0,7.0,22.0,8035.0,6952.0,Leashed,Unknown
panorama trail,2.7,INTERMEDIATE,https://www.mtbproject.com/trail/7025043/panorama-trail,"Escalante, UT",0.6918103448275863,4.3,Utah DNR - Kodachrome Basin State Park,163.0,213.0,3.0,8.0,5862.0,5774.0,Unknown,Allowed
pineview west trail,3.2,INTERMEDIATE,https://www.mtbproject.com/trail/7012984/pineview-west-trail,"Wolf Creek, UT",0.6907327586206897,4.2,,125.0,156.0,2.0,11.0,4967.0,4905.0,Off-leash,Unknown
east fork wheeler creek trail,3.2,INTERMEDIATE,https://www.mtbproject.com/trail/7003191/east-fork-wheeler-creek-trail,"Wolf Creek, UT",0.6896551724137931,4.3,"USFS - Uinta, Wasatch & Cache National Forests Office",863.0,36.0,5.0,17.0,6329.0,5502.0,Leashed,Unknown
peakview trail,2.0,INTERMEDIATE,https://www.mtbproject.com/trail/7031800/peakview-trail,"Alpine, UT",0.6885775862068966,4.2,,603.0,6.0,6.0,17.0,6450.0,5854.0,Unknown,Allowed
lewis peak trail,2.9,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4296525/lewis-peak-trail,"Liberty, UT",0.6875,4.3,"USFS - Uinta, Wasatch & Cache National Forests Office",655.0,359.0,7.0,20.0,8000.0,7702.0,Unknown,Unknown
ambush,1.4,INTERMEDIATE,https://www.mtbproject.com/trail/3658758/ambush,"Snyderville, UT",0.6864224137931034,4.3,Mountain Trails Foundation,0.0,575.0,8.0,16.0,8127.0,7552.0,Unknown,Unknown
raven,0.6,DIFFICULT,https://www.mtbproject.com/trail/7032759/raven,"Kanab, UT",0.6853448275862069,4.3,Kanab Cycling Club,120.0,92.0,6.0,17.0,5194.0,5075.0,Leashed,Unknown
short stack,1.2,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7049277/short-stack,"Summit Park, UT",0.6842672413793104,4.3,,43.0,411.0,7.0,17.0,7777.0,7377.0,Leashed,Unknown
bobsled (downhill only),0.4,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7013481/bobsled-downhill-only,"South Ogden, UT",0.6831896551724138,4.0,,3.0,284.0,14.0,25.0,5157.0,4875.0,Unknown,Unknown
mercer mountain,1.2,INTERMEDIATE,https://www.mtbproject.com/trail/7038724/mercer-mountain,"Alpine, UT",0.6821120689655173,4.2,"City of Draper, UT - Parks and Trails",8.0,257.0,4.0,14.0,5950.0,5701.0,Unknown,Unknown
timberline,2.3,DIFFICULT,https://www.mtbproject.com/trail/7005872/timberline,"Parowan, UT",0.6810344827586208,4.2,Trail Alliance of Southern Utah (TASU),0.0,1139.0,10.0,26.0,10904.0,9765.0,No Dogs,Unknown
adventure scout loop,0.9,DIFFICULT,https://www.mtbproject.com/trail/7012526/adventure-scout-loop,"Hurricane, UT",0.6799568965517242,4.3,Utah State Parks - Quail Creek State Park,141.0,99.0,5.0,17.0,3213.0,3079.0,Unknown,Unknown
jasper,1.7,EASY,https://www.mtbproject.com/trail/180677/jasper,"Moab, UT",0.6788793103448276,3.8,Moab Trail Mix,104.0,108.0,2.0,11.0,4732.0,4678.0,Leashed,Unknown
rambler,5.9,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7001672/rambler,"Snyderville, UT",0.677801724137931,4.0,Mountain Trails Foundation,770.0,527.0,4.0,11.0,7058.0,6482.0,Off-leash,Unknown
baby steps (north) loop,1.3,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/183260/baby-steps-north-loop,"Moab, UT",0.6767241379310345,3.6,Moab Trail Mix,0.0,494.0,7.0,17.0,5203.0,4709.0,Leashed,Unknown
green loop,1.6,INTERMEDIATE,https://www.mtbproject.com/trail/7044883/green-loop,"Fruit Heights, UT",0.6756465517241379,3.9,,191.0,194.0,4.0,12.0,4848.0,4654.0,Unknown,Unknown
fire sale,2.3,DIFFICULT,https://www.mtbproject.com/trail/7002776/fire-sale,"Maeser, UT",0.6745689655172413,3.9,BLM Utah - Vernal Office,208.0,303.0,4.0,16.0,5265.0,5130.0,Off-leash,Unknown
hildalgo,0.6,INTERMEDIATE,https://www.mtbproject.com/trail/7015573/hildalgo,"Moab, UT",0.6734913793103449,3.9,Moab Trail Mix,182.0,0.0,6.0,8.0,5598.0,5416.0,Leashed,Not Allowed
deadwood dh,3.9,INTERMEDIATE,https://www.mtbproject.com/trail/7015732/deadwood-dh,"Eagle Mountain, UT",0.6724137931034483,4.0,,274.0,438.0,3.0,11.0,5448.0,5127.0,Unknown,Unknown
big spring hollow trail,2.3,INTERMEDIATE,https://www.mtbproject.com/trail/7013390/big-spring-hollow-trail,"Lindon, UT",0.6713362068965518,4.0,"USFS - Uinta, Wasatch & Cache National Forests Office",711.0,378.0,9.0,27.0,6491.0,5780.0,Unknown,Unknown
zooropa trail,1.7,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7043266/zooropa-trail,"Alpine, UT",0.6702586206896552,3.6,"City of Draper, UT - Parks and Trails",18.0,515.0,6.0,13.0,6188.0,5691.0,No Dogs,Unknown
pritchett canyon jeep road,5.8,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4621964/pritchett-canyon-jeep-road,"Moab, UT",0.6691810344827587,4.0,,410.0,942.0,4.0,18.0,4800.0,3975.0,Leashed,Allowed
kokopelli trail: hazard county - ups,1.8,INTERMEDIATE,https://www.mtbproject.com/trail/7008408/kokopelli-trail-hazard-county-ups,"Moab, UT",0.6681034482758621,3.5,Moab Trail Mix,9.0,513.0,5.0,21.0,8299.0,7795.0,Leashed,Not Allowed
bonneville shoreline to coldwater canyon - north ogden,6.7,DIFFICULT,https://www.mtbproject.com/trail/7005554/bonneville-shoreline-to-coldwater-canyon-north-ogden,"Harrisville, UT",0.6670258620689655,4.0,Bonneville Shoreline Trail,1549.0,898.0,7.0,37.0,5819.0,4439.0,Unknown,Unknown
robertson pasture trail,7.2,DIFFICULT,https://www.mtbproject.com/trail/6149055/robertson-pasture-trail,"Monticello, UT",0.665948275862069,4.0,,626.0,2297.0,8.0,26.0,10518.0,8355.0,Leashed,Allowed
rim ramble,0.8,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4569773/rim-ramble,"Santa Clara, UT",0.6648706896551724,4.0,Trail Alliance of Southern Utah (TASU),73.0,15.0,2.0,8.0,3309.0,3246.0,Unknown,Unknown
the edge,0.6,INTERMEDIATE,https://www.mtbproject.com/trail/7021414/the-edge,"Moab, UT",0.6637931034482759,3.5,Moab Trail Mix,86.0,0.0,3.0,8.0,4462.0,4375.0,Leashed,Not Allowed
goulds,2.4,INTERMEDIATE,https://www.mtbproject.com/trail/7002698/goulds,"Hurricane, UT",0.6627155172413793,3.9,Trail Alliance of Southern Utah (TASU),233.0,1.0,2.0,5.0,4313.0,4080.0,Unknown,Unknown
little salty,1.7,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/180088/little-salty,"Moab, UT",0.6616379310344828,3.6,Moab Trail Mix,2.0,400.0,5.0,13.0,5068.0,4670.0,Leashed,Unknown
wildcat,0.8,INTERMEDIATE,https://www.mtbproject.com/trail/7015575/wildcat,"Moab, UT",0.6605603448275863,3.9,Moab Trail Mix,35.0,115.0,4.0,10.0,5647.0,5532.0,Leashed,Not Allowed
lime,0.9,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7008988/lime,"Springdale, UT",0.6594827586206897,3.9,Trail Alliance of Southern Utah (TASU),56.0,14.0,2.0,7.0,4571.0,4517.0,Off-leash,Unknown
and cookies,2.0,EASY,https://www.mtbproject.com/trail/7002778/and-cookies,"Maeser, UT",0.6584051724137931,3.6,BLM Utah - Vernal Office,131.0,143.0,3.0,7.0,5378.0,5280.0,Off-leash,Unknown
24-7,4.9,INTERMEDIATE,https://www.mtbproject.com/trail/7006917/24-7,"Summit Park, UT",0.6573275862068966,4.0,Basin Recreation,853.0,360.0,5.0,16.0,6890.0,6223.0,Unknown,Unknown
mule's ear trail,2.8,INTERMEDIATE,https://www.mtbproject.com/trail/7002433/mules-ear-trail,"Liberty, UT",0.65625,4.0,"Weber County Government, Ogden, UT - Parks",503.0,672.0,8.0,23.0,6500.0,5828.0,Unknown,Unknown
ricochet,2.6,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7006867/ricochet,"Snyderville, UT",0.6551724137931034,4.0,,35.0,1219.0,9.0,30.0,8107.0,6924.0,Unknown,Unknown
loose moose,0.8,INTERMEDIATE,https://www.mtbproject.com/trail/7002325/loose-moose,"Park City, UT",0.6540948275862069,4.0,,5.0,224.0,5.0,7.0,7573.0,7354.0,Unknown,Unknown
dark trail,1.6,INTERMEDIATE,https://www.mtbproject.com/trail/7043925/dark-trail,"Tooele, UT",0.6530172413793104,4.0,,317.0,2.0,4.0,7.0,5719.0,5402.0,Leashed,Unknown
cassidy trail #33093,8.7,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7041958/cassidy-trail-33093,"Panguitch, UT",0.6519396551724138,4.0,,1203.0,800.0,4.0,20.0,7981.0,7337.0,Unknown,Unknown
john's trail,1.6,DIFFICULT,https://www.mtbproject.com/trail/3736509/johns-trail,"Park City, UT",0.6508620689655173,3.5,,37.0,514.0,6.0,18.0,8234.0,7720.0,Unknown,Unknown
bst - provo canyon section,5.4,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7013371/bst-provo-canyon-section,"Orem, UT",0.6497844827586208,3.5,"USFS - Uinta, Wasatch & Cache National Forests Office",698.0,687.0,5.0,38.0,5701.0,5107.0,Unknown,Unknown
geyser pass - burro pass,1.3,INTERMEDIATE,https://www.mtbproject.com/trail/7008402/geyser-pass-burro-pass,"Moab, UT",0.6487068965517242,4.0,Moab Trail Mix,74.0,178.0,4.0,12.0,10583.0,10412.0,Leashed,Not Allowed
crest connector,1.2,INTERMEDIATE,https://www.mtbproject.com/trail/3654378/crest-connector,"Snyderville, UT",0.6476293103448276,3.8,,21.0,500.0,8.0,13.0,8952.0,8473.0,Unknown,Unknown
bonneville shoreline trail - bobsled access,3.2,INTERMEDIATE,https://www.mtbproject.com/trail/969971/bonneville-shoreline-trail-bobsled-access,"Salt Lake City, UT",0.646551724137931,3.6,,890.0,127.0,6.0,16.0,5866.0,5030.0,Unknown,Unknown
icehouse trail,6.8,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7001805/icehouse-trail,"Washington, UT",0.6454741379310345,3.5,Trail Alliance of Southern Utah (TASU),26.0,1981.0,6.0,17.0,4980.0,3025.0,Unknown,Unknown
houdini,1.8,INTERMEDIATE,https://www.mtbproject.com/trail/7021377/houdini,"Moab, UT",0.6443965517241379,3.7,Moab Trail Mix,164.0,68.0,2.0,7.0,4594.0,4432.0,Leashed,Not Allowed
thor's hideout #4,1.3,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7036621/thors-hideout-4,"Cedar City, UT",0.6433189655172413,4.0,,328.0,10.0,5.0,10.0,6442.0,6122.0,Unknown,Unknown
lexi and ethan trail,0.6,INTERMEDIATE,https://www.mtbproject.com/trail/7043550/lexi-and-ethan-trail,"Draper, UT",0.6422413793103449,4.0,"City of Draper, UT - Parks and Trails",172.0,7.0,6.0,14.0,5361.0,5197.0,Leashed,Unknown
3 candles,0.7,INTERMEDIATE,https://www.mtbproject.com/trail/3726875/3-candles,"Park City, UT",0.6411637931034483,4.0,,226.0,11.0,7.0,20.0,8952.0,8737.0,Unknown,Unknown
stucki connector,3.0,INTERMEDIATE,https://www.mtbproject.com/trail/4396193/stucki-connector,"Santa Clara, UT",0.6400862068965518,4.0,Trail Alliance of Southern Utah (TASU),231.0,67.0,2.0,8.0,3068.0,2863.0,Unknown,Unknown
bonneville shoreline trail: corner canyon connector (c3),3.1,INTERMEDIATE,https://www.mtbproject.com/trail/7025334/bonneville-shoreline-trail-corner-canyon-connector-c3,"Granite, UT",0.6390086206896552,3.8,,193.0,172.0,2.0,10.0,5230.0,5124.0,Unknown,Unknown
sevenmile rim jeep road,12.8,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7037067/sevenmile-rim-jeep-road,"Moab, UT",0.6379310344827587,4.0,BLM Utah - Moab Field Office,1196.0,1133.0,3.0,15.0,5337.0,4605.0,Leashed,Allowed
pioneer trail (north ogden canyon),3.9,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7026882/pioneer-trail-north-ogden-canyon,"North Ogden, UT",0.6368534482758621,4.0,,1367.0,731.0,10.0,29.0,6175.0,4808.0,Unknown,Unknown
baby thunder trail,1.7,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7026178/baby-thunder-trail,"Alta, UT",0.6357758620689655,4.0,,24.0,525.0,6.0,11.0,8467.0,7963.0,No Dogs,Unknown
rails-to-trails,15.3,EASY,https://www.mtbproject.com/trail/7041380/rails-to-trails,"Clearfield, UT",0.634698275862069,4.0,,46.0,273.0,0.0,1.0,4439.0,4211.0,Unknown,Unknown
toe,1.7,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7024157/toe,"Ivins, UT",0.6336206896551724,4.0,Utah State Parks - Snow Canyon,18.0,63.0,1.0,4.0,3203.0,3157.0,Unknown,Allowed
dowd mountain trail #165,3.5,INTERMEDIATE,https://www.mtbproject.com/trail/7030993/dowd-mountain-trail-165,"Manila, UT",0.6325431034482759,4.0,USFS - Ashley National Forest Office,337.0,442.0,4.0,12.0,7977.0,7534.0,Unknown,Unknown
snowtop,1.7,INTERMEDIATE,https://www.mtbproject.com/trail/7001729/snowtop,"Park City, UT",0.6303879310344828,4.0,Mountain Trails Foundation,256.0,254.0,6.0,22.0,7570.0,7314.0,Off-leash,Unknown
snakepit rim,1.8,EASY,https://www.mtbproject.com/trail/7047436/snakepit-rim,"Santa Clara, UT",0.6293103448275863,4.0,,0.0,234.0,3.0,7.0,3103.0,2869.0,Unknown,Unknown
preserve connector trail,2.2,INTERMEDIATE,https://www.mtbproject.com/trail/7009710/preserve-connector-trail,"Summit Park, UT",0.6282327586206897,3.8,Basin Recreation,31.0,502.0,5.0,12.0,7570.0,7076.0,Unknown,Unknown
upper intermediate trail,1.0,DIFFICULT,https://www.mtbproject.com/trail/7030638/upper-intermediate-trail,"Kamas, UT",0.6271551724137931,4.0,South Summit Trails Foundation,297.0,255.0,10.0,32.0,8037.0,7740.0,Off-leash,Allowed
blue ribbon,0.5,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7015350/blue-ribbon,"South Ogden, UT",0.6260775862068966,4.0,,192.0,13.0,8.0,20.0,5186.0,5008.0,Leashed,Unknown
mud springs #173,2.7,DIFFICULT,https://www.mtbproject.com/trail/7015741/mud-springs-173,"Alpine, UT",0.625,4.0,"USFS - Uinta, Wasatch & Cache National Forests Office",239.0,1153.0,10.0,47.0,8226.0,7075.0,Unknown,Allowed
flume trail,2.6,DIFFICULT,https://www.mtbproject.com/trail/7013103/flume-trail,"Ephraim, UT",0.6239224137931034,4.0,Utah DNR - Division of Wildlife Resources,21.0,814.0,6.0,28.0,6660.0,5861.0,Unknown,Unknown
klondike bluff 4x4 jeep road,7.1,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/615709/klondike-bluff-4x4-jeep-road,"Moab, UT",0.6228448275862069,3.5,BLM Utah - Moab Field Office,890.0,79.0,3.0,15.0,5313.0,4502.0,Leashed,Allowed
red hollow trail #3,0.7,DIFFICULT,https://www.mtbproject.com/trail/7013472/red-hollow-trail-3,"Cedar City, UT",0.6217672413793104,4.0,Trail Alliance of Southern Utah (TASU),0.0,426.0,11.0,19.0,6439.0,6014.0,Unknown,Unknown
